3017,5428
7583,9519
3132,16541
10769,13904
1806,6244
14284,18757
1169,18769
13108,14101
5115,17192
11595,14285
14515,19185
9264,12349
8974,9548
4323,7399
2815,15028
2631,11748
9181,12592
7843,15600
2031,12592
6169,15325
1486,6245
5048,18224
9270,15360
17815,17824
428,1581
16416,16868
12160,18745
16012,17155
3955,9247
8893,12321
14280,19035
6907,8274
3683,6787
2845,10785
2534,14531
7853,13016
4929,15884
545,13322
1936,19600
9596,14899
1578,16659
677,13500
10397,17483
4194,15919
2577,16245
2673,17429
712,5913
10498,10739
14627,18236
5348,9490
3738,8382
8317,16380
2052,13392
12349,13472
4216,7535
4647,14990
8956,18376
6419,18240
2274,12528
16697,16803
8618,16101
5507,9846
11170,17584
708,13677
9986,16077
11848,16754
21,7709
13403,13597
3748,8426
12178,14006
622,10535
12789,18793
16148,18496
5636,7899
9065,11577
6352,13519
6984,11605
7299,16376
16994,18558
10945,11386
7217,12699
6092,11651
6994,7971
5240,18614
1326,4340
8024,9296
5324,15542
5312,9567
9033,14857
6531,12622
8005,14452
755,7099
10337,16676
10739,18760
2815,7452
5375,14999
458,3165
6035,16214
3773,15928
16575,18865
7370,14344
834,2281
11052,14810
10304,14424
9711,11386
5872,18645
6458,13261
3229,5968
15015,17166
8862,9685
7716,12399
4893,12592
7899,13457
8708,16754
3918,5796
2276,8225
8697,18728
900,4533
2271,13477
7971,8055
7665,13940
1315,7398
5232,18461
4881,8364
7360,8519
1717,4564
6398,11762
14978,18728
11731,19066
10383,11135
9171,10294
1574,17054
1282,9942
2229,18416
10398,17499
11872,16031
204,1068
283,2115
6706,10818
12150,18226
2835,7213
7193,13451
6276,10699
12353,15620
14807,14893
12298,16713
4192,10972
1891,9830
1303,9608
62,462
6872,10659
2112,16283
11394,14756
13079,18793
9516,11443
2815,15461
6907,8761
7536,15314
13630,14824
1411,2845
9534,11840
2695,13650
4546,12349
10482,18370
12507,13052
18341,18742
6612,12308
12268,12954
12643,18576
8655,14651
11474,13499
5995,14845
9031,16816
10341,16383
2655,9146
1761,18852
7487,14575
11816,14742
1183,13932
1425,17228
2932,7134
9223,18307
8426,10379
1320,3082
611,9471
6517,14555
16622,16675
9007,15735
11400,11907
979,1205
11024,18736
11536,14108
4654,5810
5306,12323
8106,18633
5848,13572
2538,7308
6642,18260
3965,8434
11237,18745
12283,14640
809,17915
9645,11621
14378,16246
3150,6749
806,1317
6195,19594
10540,12332
4222,16457
12247,17772
9474,18310
10258,12747
10650,15298
11829,17956
5221,10451
7756,13869
17936,18286
2882,3453
3540,11188
4263,7775
2244,12827
4344,7254
2071,4851
712,13278
12756,13864
6684,8305
4848,10752
18000,18770
13717,17483
11595,17763
3452,12066
9809,16513
4862,17072
7449,11476
4281,7711
3054,18841
5688,11116
15375,16918
10675,11546
3677,7092
6245,15834
7,15577
1935,11084
4733,14516
4138,10862
5053,16685
10873,18841
7582,8225
440,15278
18040,19679
2281,5815
8088,19223
4226,4455
284,3124
13601,18976
7254,17542
3942,10646
14783,17205
6689,18746
2172,13152
7015,11275
641,8642
6368,11223
11449,11971
3886,8707
4587,5800
10087,18824
4804,11895
12409,18095
440,9669
2621,9315
4828,13474
7580,14578
1144,3036
749,8694
1402,17768
5224,9650
7756,10153
1771,18218
12786,15104
8721,11914
12643,18960
10285,14171
3714,12316
6882,18751
11546,17333
210,10769
5029,5596
5586,6273
15420,16903
5761,9725
3093,9998
533,8106
4985,11652
11264,14676
1612,8526
13721,16982
8645,18958
10904,16131
1638,10759
5908,17370
7352,16541
8762,9802
2559,15520
3583,15155
14470,17876
3524,5569
3154,9238
6127,17273
370,12878
17455,17767
10570,10872
1144,15825
1301,6513
5843,11456
1538,17031
1767,15635
2561,4733
3574,19554
12340,14442
4895,16508
3018,16764
611,12573
805,1569
8396,9046
9471,10308
3713,14238
7847,17483
14654,18733
2992,10966
7154,11944
1360,5302
1301,18162
5497,12680
14895,17418
5804,15446
4284,19715
929,15870
442,10698
13757,17414
7629,19040
2361,14054
3816,14216
14435,16214
6077,15925
3767,9256
5181,9842
117,4237
12422,14008
11637,12834
8974,15857
11287,16370
3918,11533
10297,16898
1493,6452
7992,8999
86,4045
7636,14442
8115,11197
139,15572
7082,13169
4722,14447
16625,18800
2425,9519
6949,18791
13086,15858
3493,19323
1568,11215
3944,4045
3333,3918
54,10544
5336,7739
5868,10163
581,18099
904,3136
9123,11366
12079,13354
4733,15664
266,17709
7182,10759
9802,14434
7363,17813
3576,13700
6611,7740
8656,12581
3713,18472
2646,13633
7344,12573
6120,18912
12019,14096
5661,6002
9026,17795
1493,4300
3577,18084
7497,13325
8509,13285
13379,16154
5605,12201
190,7968
3165,18341
9370,16656
9181,15087
16813,17651
9114,10431
7869,15761
7699,9760
370,12114
1333,10857
2644,13677
4984,12836
7258,17879
827,8741
4860,11372
2304,11711
1061,14809
14485,19017
7994,8038
4617,9181
5808,8694
5198,17025
1187,2598
5993,17911
1740,3682
1725,5796
793,18973
1892,6039
11392,12298
6149,13701
981,17019
10185,12728
2327,4849
6195,7651
12662,17779
371,11627
3190,12643
13953,16347
6081,8697
14194,17391
903,18139
8534,18899
5550,18380
2613,3971
2355,6341
4254,6411
6859,18453
883,16463
2719,18889
7,17354
4513,5368
1065,6794
8701,8962
5910,16373
7130,9264
15943,18887
11412,18729
1735,8862
1392,6273
10728,13876
2729,10297
14469,18373
3747,15922
1724,14887
7438,13799
